'XERRLOW','XERRUP','YERRLOW','YERRUP'
75.0,75.0,0.0001217381,0.0001217381
75.0,75.0,5.337032e-05,5.337032e-05
100.0,100.0,1.303148e-05,1.303148e-05
150.0,150.0,3.320935e-06,3.320935e-06
200.0,200.0,1.18643e-06,1.18643e-06
