'BINLOW','BINUP','BINCENTER','aS=0.116','aS=0.118','aS=0.12'
5,1,3,0.116,0.118,0.12
200.0,275.0,237.5,0.139653117859,0.14438856043,0.149193355961
275.0,375.0,325.0,0.0491220394334,0.0507533092004,0.0524067909535
375.0,525.0,450.0,0.0119821140482,0.0123630040643,0.0127483201255
525.0,725.0,625.0,0.00241248181628,0.00248673979033,0.00256175177363
725.0,1050.0,887.5,0.000356659475166,0.000367353880674,0.000378144473008
