'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.002369601,0.002369601
32.5,32.5,0.0007319705,0.0007319705
42.5,42.5,0.0002927143,0.0002927143
50.0,50.0,0.0001485482,0.0001485482
62.5,62.5,6.214923e-05,6.214923e-05
87.5,87.5,2.689182e-05,2.689182e-05
125.0,125.0,8.270023e-06,8.270023e-06
175.0,175.0,3.009442e-06,3.009442e-06
