'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.00237488,0.00237488
32.5,32.5,0.001311151,0.001311151
42.5,42.5,0.0005258635,0.0005258635
50.0,50.0,0.0002248886,0.0002248886
62.5,62.5,0.0001089448,0.0001089448
87.5,87.5,4.156098e-05,4.156098e-05
125.0,125.0,4.484596e-05,4.484596e-05
175.0,175.0,2.45831e-06,2.45831e-06
