'BINLOW','BINUP','BINCENTER','aS=0.116','aS=0.118','aS=0.12'
8,1,3,0.116,0.118,0.12
200.0,250.0,225.0,0.178792405219,0.184704903817,0.190913531395
250.0,315.0,282.5,0.103918663169,0.107278749403,0.110787780886
315.0,400.0,357.5,0.0474240924046,0.0489169419874,0.0504461794463
400.0,500.0,450.0,0.0191007967677,0.0196836935957,0.0202711342945
500.0,625.0,562.5,0.00699872932792,0.00720193839848,0.0074032532983
625.0,800.0,712.5,0.0023276840191,0.00239320278413,0.00245743731437
800.0,1050.0,925.0,0.000629258019683,0.000646605648516,0.000663177575433
1050.0,1400.0,1225.0,0.000120583856714,0.000123701567582,0.000126668357824
