'XERRLOW','XERRUP','YERRLOW','YERRUP'
37.5,37.5,0.001122044,0.001122044
50.0,50.0,0.0005518256,0.0005518256
75.0,75.0,0.0001225188,0.0001225188
100.0,100.0,6.357619e-05,6.357619e-05
162.5,162.5,5.243933e-06,5.243933e-06
