'BINLOW','BINUP','BINCENTER','aS=0.114','aS=0.115','aS=0.116','aS=0.117','aS=0.118','aS=0.119','aS=0.12','aS=0.121','aS=0.122','aS=0.123'
5,1,10,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123
200.0,275.0,237.5,0.132931147854,0.135269686002,0.137777520475,0.140149630764,0.142507231259,0.144862689576,0.146927940656,0.148858375083,0.150645604662,0.152349264351
275.0,375.0,325.0,0.0462560365843,0.0470693342615,0.0479389110544,0.0487701502334,0.0496012440233,0.0504575654882,0.0511936985462,0.0519187326122,0.0526118014071,0.0532736698884
375.0,525.0,450.0,0.0111219005131,0.0113100014137,0.0115099294799,0.0117041476607,0.0119011536825,0.0121100092488,0.0122925163693,0.0124834274728,0.0126758273441,0.0128591801084
525.0,725.0,625.0,0.00220269836687,0.00223880755536,0.00227718359823,0.00231462766828,0.00235373302079,0.0023962731659,0.00243465009401,0.00247661278267,0.00252124640216,0.00256378571024
725.0,1050.0,887.5,0.000319808483468,0.000324950945644,0.000330326652684,0.0003356355948,0.00034134025036,0.000347884265128,0.000353763220515,0.000360676304605,0.00036837901076,0.000375810255183
