'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.002187375,0.002187375
32.5,32.5,0.00125166,0.00125166
42.5,42.5,0.000575866,0.000575866
50.0,50.0,0.0002095236,0.0002095236
62.5,62.5,9.915704e-05,9.915704e-05
87.5,87.5,3.998206e-05,3.998206e-05
125.0,125.0,3.414962e-05,3.414962e-05
175.0,175.0,2.48944e-06,2.48944e-06
