'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.002444698,0.002444698
32.5,32.5,0.0007302458,0.0007302458
42.5,42.5,0.0002979151,0.0002979151
50.0,50.0,0.0001472804,0.0001472804
62.5,62.5,6.094929e-05,6.094929e-05
87.5,87.5,2.646138e-05,2.646138e-05
125.0,125.0,8.296404e-06,8.296404e-06
175.0,175.0,2.919757e-06,2.919757e-06
