'BINLOW','BINUP','BINCENTER','aS=0.116','aS=0.118','aS=0.12'
8,1,3,0.116,0.118,0.12
200.0,250.0,225.0,0.583243961429,0.595254052103,0.607305389229
250.0,315.0,282.5,0.276707648119,0.282524283159,0.288362410708
315.0,400.0,357.5,0.103412452767,0.105583529208,0.10776178241
400.0,500.0,450.0,0.0362880658284,0.03704406911,0.0378021395279
500.0,625.0,562.5,0.012376522879,0.0126317256531,0.0128874669482
625.0,800.0,712.5,0.0037707440651,0.00384756696008,0.00392450192849
800.0,1050.0,925.0,0.000916949538183,0.00093530200165,0.00095366686311
1050.0,1400.0,1225.0,0.000178045743936,0.000181532826915,0.000185019450045
