'BINLOW','BINUP','BINCENTER','aS=0.115','aS=0.117','aS=0.118','aS=0.119','aS=0.121'
5,1,5,0.115,0.117,0.118,0.119,0.121
200.0,275.0,237.5,0.135697971098,0.140340538055,0.142687611367,0.14505177221,0.149831037342
275.0,375.0,325.0,0.0480311052336,0.0496408089579,0.0504539848594,0.0512726669049,0.0529264195251
375.0,525.0,450.0,0.0118108961924,0.012189969095,0.012381183276,0.0125735033185,0.0129614232567
525.0,725.0,625.0,0.00240039958258,0.00247502405966,0.00251262568168,0.00255041744515,0.00262656311548
725.0,1050.0,887.5,0.000358503559962,0.000369362100629,0.000374828745157,0.000380319874183,0.000391374303888
