'BINLOW','BINUP','BINCENTER','aS=0.115','aS=0.117','aS=0.118','aS=0.119','aS=0.121'
5,1,5,0.115,0.117,0.118,0.119,0.121
200.0,275.0,237.5,0.13642362264,0.140349422649,0.142687611367,0.144568336653,0.148734628076
275.0,375.0,325.0,0.048340619519,0.0496626490486,0.0504539848594,0.051086958444,0.0525201839883
375.0,525.0,450.0,0.0119026059559,0.012199354084,0.012381183276,0.0125247647522,0.0128605376826
525.0,725.0,625.0,0.00242091005607,0.00247637001241,0.00251262568168,0.0025394934336,0.00260671559934
725.0,1050.0,887.5,0.000361734692725,0.000369579058453,0.000374828745157,0.000378862851445,0.000388940584909
