'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.002328822,0.002328822
32.5,32.5,0.0007036552,0.0007036552
42.5,42.5,0.0002900489,0.0002900489
50.0,50.0,0.0001454126,0.0001454126
62.5,62.5,5.997205e-05,5.997205e-05
87.5,87.5,2.667886e-05,2.667886e-05
125.0,125.0,8.395616e-06,8.395616e-06
175.0,175.0,2.978516e-06,2.978516e-06
