'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.00237556,0.00237556
32.5,32.5,0.0007166006,0.0007166006
42.5,42.5,0.0002839435,0.0002839435
50.0,50.0,0.0001458602,0.0001458602
62.5,62.5,5.933663e-05,5.933663e-05
87.5,87.5,2.62432e-05,2.62432e-05
125.0,125.0,8.025731e-06,8.025731e-06
175.0,175.0,2.882864e-06,2.882864e-06
