'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.001183108,0.001183108
32.5,32.5,0.001066491,0.001066491
42.5,42.5,0.0005601225,0.0005601225
50.0,50.0,0.0002737265,0.0002737265
62.5,62.5,0.0001225093,0.0001225093
87.5,87.5,4.326617e-05,4.326617e-05
125.0,125.0,1.626395e-05,1.626395e-05
175.0,175.0,3.933776e-06,3.933776e-06
