'BINLOW','BINUP','BINCENTER','aS=0.11','aS=0.111','aS=0.112','aS=0.113','aS=0.114','aS=0.115','aS=0.116','aS=0.117','aS=0.118','aS=0.119','aS=0.12','aS=0.121','aS=0.122','aS=0.123','aS=0.124','aS=0.125','aS=0.126','aS=0.127','aS=0.128','aS=0.129','aS=0.13','aS=0.131'
5,1,22,0.11,0.111,0.112,0.113,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123,0.124,0.125,0.126,0.127,0.128,0.129,0.13,0.131
200.0,275.0,237.5,0.121811999704,0.12399466026,0.126194713967,0.128412086704,0.130646703936,0.132898490728,0.135167371751,0.137453271298,0.139756113291,0.142075821294,0.144412318524,0.146765527858,0.149135371846,0.151521772723,0.153924652413,0.156343932544,0.158779534458,0.161231379215,0.163699387609,0.166183480173,0.168683577191,0.171199598706
275.0,375.0,325.0,0.0426091987748,0.0433588296882,0.0441140655324,0.0448748758212,0.0456412299965,0.0464130974321,0.0471904474377,0.0479732492627,0.0487614721004,0.0495550850912,0.050354057327,0.0511583578543,0.0519679556782,0.0527828197656,0.0536029190488,0.0544282224289,0.055258698779,0.0560943169478,0.0569350457625,0.0577808540321,0.0586317105503,0.059487584099
375.0,525.0,450.0,0.0103512067884,0.010525855889,0.0107016318651,0.0108785256547,0.0110565282124,0.0112356305104,0.0114158235394,0.0115970983091,0.0117794458489,0.0119628572088,0.0121473234601,0.0123328356957,0.0125193850311,0.0127069626048,0.0128955595791,0.0130851671405,0.0132757765003,0.0134673788954,0.0136599655884,0.0138535278685,0.0140480570519,0.0142435444821
525.0,725.0,625.0,0.00207164894122,0.00210552681594,0.00213959740607,0.00217385871333,0.00220830874836,0.00224294553074,0.00227776708917,0.00231277146149,0.00234795669483,0.00238332084567,0.0024188619799,0.00245457817296,0.00249046750985,0.00252652808523,0.0025627580035,0.00259915537884,0.00263571833528,0.00267244500676,0.00270933353717,0.00274638208045,0.00278358880056,0.00282095187157
725.0,1050.0,887.5,0.000308137411752,0.000313051945972,0.000317991500964,0.000322955764601,0.000327944426731,0.000332957179179,0.000337993715756,0.000343053732261,0.000348136926492,0.000353242998243,0.000358371649315,0.000363522583515,0.00036869550666,0.00037389012658,0.000379106153118,0.000384343298132,0.000389601275497,0.000394879801105,0.000400178592866,0.000405497370705,0.000410835856562,0.000416193774392
