'BINLOW','BINUP','BINCENTER','aS=0.111','aS=0.112','aS=0.113','aS=0.114','aS=0.115','aS=0.116','aS=0.117','aS=0.118','aS=0.119','aS=0.12','aS=0.121','aS=0.122','aS=0.123'
8,1,13,0.111,0.112,0.113,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123
200.0,250.0,225.0,0.539581233118,0.54607061006,0.552540075221,0.55896780178,0.565302605777,0.571518184808,0.577602677024,0.583538993969,0.589309143472,0.594891692652,0.600256324803,0.605360434605,0.610114884418
250.0,315.0,282.5,0.256577142734,0.259560233691,0.262540402261,0.265508124249,0.268441514397,0.271330619245,0.274171862411,0.276960229172,0.279688373696,0.282348613463,0.284928085184,0.287410013646,0.289758059998
315.0,400.0,357.5,0.096423427364,0.0974710394686,0.0985200788435,0.0995670762659,0.100604543622,0.101629744317,0.102642661141,0.103642268702,0.104626901507,0.105594627192,0.106541321079,0.107462284621,0.108346984417
400.0,500.0,450.0,0.0340526830091,0.0343914352921,0.0347316092004,0.0350719951192,0.0354102927224,0.0357459962253,0.0360794266483,0.0364108131185,0.0367398418399,0.0370663397556,0.0373892400153,0.0377075832099,0.0380191232592
500.0,625.0,562.5,0.0116981386754,0.0118038513052,0.0119104181064,0.0120174297105,0.0121241544773,0.0122305663003,0.0123369585396,0.0124435534151,0.0125504261165,0.0126576664889,0.0127651264935,0.012872780544,0.0129804782326
625.0,800.0,712.5,0.00359641925923,0.00362507410478,0.00365409959686,0.00368336894553,0.00371268992286,0.00374209883966,0.00377174101317,0.00380173386787,0.00383215641415,0.00386309471974,0.00389456713194,0.00392668446185,0.00395962823313
800.0,1050.0,925.0,0.000885698120418,0.000891599371515,0.00089763061707,0.000903756572544,0.000909931137827,0.000916175222974,0.000922540604403,0.000929071272486,0.000935803831599,0.000942774990569,0.000950012080134,0.000957577877633,0.000965588520981
1050.0,1400.0,1225.0,0.000173833708049,0.00017472253813,0.000175645967933,0.00017659705796,0.000177569692415,0.000178570846086,0.000179614296557,0.00018071211671,0.000181875073705,0.000183114639272,0.000184441468079,0.000185877483412,0.000187464328624
