'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.002337477,0.002337477
32.5,32.5,0.001286013,0.001286013
42.5,42.5,0.000558223,0.000558223
50.0,50.0,0.0002181043,0.0002181043
62.5,62.5,0.0001044712,0.0001044712
87.5,87.5,3.951932e-05,3.951932e-05
125.0,125.0,4.208005e-05,4.208005e-05
175.0,175.0,2.22508e-06,2.22508e-06
