'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.002311732,0.002311732
32.5,32.5,0.001281797,0.001281797
42.5,42.5,0.0005353224,0.0005353224
50.0,50.0,0.0002217334,0.0002217334
62.5,62.5,0.0001069559,0.0001069559
87.5,87.5,4.101972e-05,4.101972e-05
125.0,125.0,4.321983e-05,4.321983e-05
175.0,175.0,2.480418e-06,2.480418e-06
