'XERRLOW','XERRUP','YERRLOW','YERRUP'
37.5,37.5,0.001125715,0.001125715
50.0,50.0,0.000564683,0.000564683
75.0,75.0,0.0001151117,0.0001151117
100.0,100.0,5.375183e-05,5.375183e-05
162.5,162.5,5.119012e-06,5.119012e-06
