'BINLOW','BINUP','BINCENTER','aS=0.114','aS=0.115','aS=0.116','aS=0.117','aS=0.118','aS=0.119','aS=0.12','aS=0.121','aS=0.122','aS=0.123'
5,1,10,0.114,0.115,0.116,0.117,0.118,0.119,0.12,0.121,0.122,0.123
200.0,275.0,237.5,0.133222747232,0.135517843471,0.137830341171,0.140160163002,0.142507231259,0.144871467875,0.147252794435,0.149651132177,0.152066402014,0.154498524533
275.0,375.0,325.0,0.0464303196902,0.0472147481682,0.0480047326401,0.0488002417341,0.0496012440233,0.0504077080303,0.0512196022303,0.0520368950548,0.0528595548959,0.053687550109
375.0,525.0,450.0,0.0111717289923,0.0113524505793,0.0115342679511,0.0117171720109,0.0119011536825,0.0120862039116,0.0122723136657,0.0124594739355,0.0126476757348,0.0128369101017
525.0,725.0,625.0,0.00221381568774,0.00224851973717,0.00228340861783,0.00231848036437,0.00235373302079,0.00238916464052,0.00242477328648,0.00246055703119,0.00249651395681,0.00253264215525
725.0,1050.0,887.5,0.000321553184474,0.000326465345409,0.0003314007749,0.00033635917516,0.00034134025036,0.000346343706637,0.000351369252098,0.000356416596816,0.000361485452845,0.000366575534208
