'XERRLOW','XERRUP','YERRLOW','YERRUP'
75.0,75.0,7.093754e-05,7.093754e-05
125.0,125.0,1.144287e-05,1.144287e-05
150.0,150.0,3.585618e-06,3.585618e-06
200.0,200.0,8.804785e-07,8.804785e-07
