'XERRLOW','XERRUP','YERRLOW','YERRUP'
75.0,75.0,5.819926e-05,5.819926e-05
125.0,125.0,2.190588e-05,2.190588e-05
150.0,150.0,3.294192e-06,3.294192e-06
200.0,200.0,8.272537e-07,8.272537e-07
