'XERRLOW','XERRUP','YERRLOW','YERRUP'
75.0,75.0,2.122036e-05,2.122036e-05
75.0,75.0,1.056505e-05,1.056505e-05
100.0,100.0,4.545597e-06,4.545597e-06
150.0,150.0,1.144265e-06,1.144265e-06
200.0,200.0,2.677541e-07,2.677541e-07
