'XERRLOW','XERRUP','YERRLOW','YERRUP'
75.0,75.0,0.0001283947,0.0001283947
75.0,75.0,4.831722e-05,4.831722e-05
100.0,100.0,1.928979e-05,1.928979e-05
150.0,150.0,5.282127e-06,5.282127e-06
200.0,200.0,1.593908e-06,1.593908e-06
