'XERRLOW','XERRUP','YERRLOW','YERRUP'
75.0,75.0,1.829835e-05,1.829835e-05
75.0,75.0,1.918695e-05,1.918695e-05
100.0,100.0,9.64599e-06,9.64599e-06
150.0,150.0,3.122875e-06,3.122875e-06
200.0,200.0,6.59761e-07,6.59761e-07
