'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.001520731,0.001520731
32.5,32.5,0.0005052679,0.0005052679
42.5,42.5,0.0002770709,0.0002770709
50.0,50.0,9.307052e-05,9.307052e-05
62.5,62.5,4.330056e-05,4.330056e-05
87.5,87.5,1.423525e-05,1.423525e-05
125.0,125.0,5.059234e-06,5.059234e-06
175.0,175.0,1.181901e-06,1.181901e-06
