'XERRLOW','XERRUP','YERRLOW','YERRUP'
25.0,25.0,0.001110019,0.001110019
32.5,32.5,0.0008978288,0.0008978288
42.5,42.5,0.0002763082,0.0002763082
50.0,50.0,0.0001422918,0.0001422918
62.5,62.5,6.021507e-05,6.021507e-05
87.5,87.5,2.424102e-05,2.424102e-05
125.0,125.0,6.338558e-06,6.338558e-06
175.0,175.0,2.834154e-06,2.834154e-06
